type	name	code	yyyymm	value
YLDSD	광진구	11215	201401	7.6
YLDSD	동대문구	11230	201401	7.6
YLDSD	중랑구	11260	201401	7.6
YLDSD	서울시성북구	11290	201401	7.6
YLDSD	강북구	11305	201401	7.6
YLDSD	서울시도봉구	11320	201401	7.6
YLDSD	서울시노원구	11350	201401	7.6
YLDSD	은평구	11380	201401	7.7
YLDSD	서대문구	11410	201401	7.7
YLDSD	마포구	11440	201401	7.7
YLDSD	부산광역시	26	201401	11
YLDSD	대구광역시	27	201401	9.4
YLDSD	인천광역시	28	201401	10.9
YLDSD	광주광역시	29	201401	9.3
YLDSD	대전광역시	30	201401	10.7
YLDSD	울산광역시	31	201401	8.8
YLDSD	세종특별자치시	36	201401	12.6
YLDSD	경기도	41	201401	9.7
YLDSD	강원도	42	201401	11.8
YLDSD	충청북도	43	201401	11.7
YLDSD	충청남도	44	201401	11.3
YLDSD	전라북도	45	201401	10.2
YLDSD	전라남도	46	201401	12.7
YLDSD	경상북도	47	201401	10.9
YLDSD	경상남도	48	201401	9
YLDSD	제주특별자치시도	50	201401	8.1
DD	서울특별시	11	201401	8
DD	종로구	11110	201401	8.4
DD	중구	11140	201401	8.4
DD	용산구	11170	201401	8.4
DD	양천구	11470	201401	8.3
DD	강서구	11500	201401	8.3
DD	구로구	11530	201401	8.3
DD	금천구	11545	201401	8.3
DD	영등포구	11560	201401	8.3
DD	동작구	11590	201401	8.3
DD	관악구	11620	201401	8.3
DD	서초구	11650	201401	7.3
DD	강남구	11680	201401	7.3
DD	송파구	11710	201401	7.3
DD	강동구	11740	201401	7.3
DD	성동구	11200	201401	7.9
DD	광진구	11215	201401	7.9
DD	동대문구	11230	201401	7.9
DD	중랑구	11260	201401	7.9
DD	서울시성북구	11290	201401	7.9
DD	강북구	11305	201401	7.9
DD	서울시도봉구	11320	201401	7.9
DD	서울시노원구	11350	201401	7.9
DD	은평구	11380	201401	8.3
DD	서대문구	11410	201401	8.3
DD	마포구	11440	201401	8.3
DD	부산광역시	26	201401	8.2
DD	대구광역시	27	201401	11
DD	인천광역시	28	201401	11.8
DD	광주광역시	29	201401	12.5
DD	대전광역시	30	201401	10.3
DD	울산광역시	31	201401	9.7
DD	세종특별자치시	36	201401	10.9
DD	경기도	41	201401	9.8
DD	강원도	42	201401	12.4
DD	충청북도	43	201401	12.5
DD	충청남도	44	201401	12
DD	전라북도	45	201401	11.6
DD	전라남도	46	201401	12.7
DD	경상북도	47	201401	12
DD	경상남도	48	201401	9.8
DD	제주특별자치시도	50	201401	7.8
APT	서울특별시	11	201402	6
APT	종로구	11110	201402	6.3
APT	중구	11140	201402	5.8
APT	용산구	11170	201402	6
APT	성동구	11200	201402	5.9
APT	광진구	11215	201402	5.6
APT	동대문구	11230	201402	6.1
APT	중랑구	11260	201402	6.7
APT	성북구	11290	201402	5.7
APT	강북구	11305	201402	5.8
APT	도봉구	11320	201402	6.4
APT	노원구	11350	201402	6.3
APT	은평구	11380	201402	6
APT	서대문구	11410	201402	6
APT	마포구	11440	201402	6
APT	양천구	11470	201402	6
APT	강서구	11500	201402	6
APT	구로구	11530	201402	5.9
APT	금천구	11545	201402	6.7
APT	영등포구	11560	201402	6.5
APT	동작구	11590	201402	5.5
APT	관악구	11620	201402	6
APT	서초구	11650	201402	5.6
APT	강남구	11680	201402	5.9
APT	송파구	11710	201402	5.1
APT	강동구	11740	201402	6.4
APT	부산광역시	26	201402	6
APT	영도구	26200	201402	6.7
APT	부산진구	26230	201402	6.7
APT	동래구	26260	201402	6
APT	남구	26290	201402	5.5
APT	북구	26320	201402	6.5
APT	해운대구	26350	201402	6
APT	사하구	26380	201402	6.4
APT	금정구	26410	201402	6
APT	연제구	26470	201402	6
APT	수영구	26500	201402	6.5
APT	사상구	26530	201402	6
APT	기장군	26710	201402	5.5
APT	대구광역시	27	201402	5.8
APT	동구	27140	201402	5.8
APT	서구	27170	201402	6
APT	북구	27230	201402	5.8
APT	수성구	27260	201402	5.7
APT	달서구	27290	201402	5.7
APT	달성군	27710	201402	6.7
APT	인천광역시	28	201402	7.2
APT	중구	28110	201402	9
APT	동구	28140	201402	7.1
APT	미주홀구	28177	201402	7.6
APT	연수구	28185	201402	6.5
APT	남동구	28200	201402	7
APT	부평구	28237	201402	7
APT	계양구	28245	201402	8.1
APT	서구	28260	201402	7.4
APT	광주광역시	29	201402	7.1
APT	서구	29140	201402	7.1
APT	남구	29155	201402	8.8
APT	북구	29170	201402	7.2
APT	광산구	29200	201402	6.8
APT	대전광역시	30	201402	6.3
APT	동구	30110	201402	7.1
APT	중구	30140	201402	6.9
APT	서구	30170	201402	6
APT	유성구	30200	201402	6.1
APT	대덕구	30230	201402	7.1
APT	울산광역시	31	201402	6.8
APT	중구	31110	201402	6.7
APT	남구	31140	201402	6.1
APT	동구	31170	201402	7
APT	북구	31200	201402	6.5
APT	울주군	31710	201402	8
APT	세종특별자치시	36110	201402	6
APT	경기도	41	201402	6.6
APT	장안구	41111	201402	6.3
APT	권선구	41113	201402	6.9
APT	팔달구	41115	201402	6.9
APT	영통구	41117	201402	5.7
APT	수정구	41131	201402	6.7
APT	중원구	41133	201402	6.7
APT	분당구	41135	201402	5.6
APT	의정부시	41150	201402	7.3
APT	만안구	41171	201402	6
APT	동안구	41173	201402	5.7
APT	부천시	41190	201402	6.2
APT	광명시	41210	201402	5.7
APT	평택시	41220	201402	7.7
APT	동두천시	41250	201402	8.8
APT	상록구	41271	201402	6.9
APT	단원구	41273	201402	6.8
APT	덕양구	41281	201402	6.5
APT	일산동구	41285	201402	6.6
APT	일산서구	41287	201402	6.6
APT	과천시	41290	201402	6
APT	구리시	41310	201402	6
APT	남양주시	41360	201402	7.6
APT	오산시	41370	201402	6.8
APT	시흥시	41390	201402	7.3
APT	군포시	41410	201402	5.7
APT	의왕시	41430	201402	5.6
APT	하남시	41450	201402	6.3
APT	용인시	4146	201402	6
APT	처인구	41461	201402	8
APT	기흥구	41463	201402	6.3
APT	수지구	41465	201402	5.7
APT	파주시	41480	201402	7.1
APT	이천시	41500	201402	8.3
APT	안성시	41550	201402	8.3
APT	김포시	41570	201402	6.9
APT	화성시	41590	201402	6
APT	광주시	41610	201402	8
APT	양주시	41630	201402	8.7
APT	포천시	41650	201402	10.3
APT	강원도	42	201402	9
APT	춘천시	42110	201402	7.1
APT	원주시	42130	201402	8.7
APT	속초시	42210	201402	9.8
APT	충청북도	43	201402	8.4
APT	청주시	4311	201402	6.9
APT	흥덕구	43113	201402	7
APT	충주시	43130	201402	8.7
APT	충청남도	44	201402	8
APT	천안시	44130	201402	7.4
APT	동남구	44131	201402	7.6
APT	서북구	44133	201402	6.9
APT	공주시	44150	201402	9.5
APT	아산시	44200	201402	7.8
APT	전라북도	45	201402	7.7
APT	완산구	45111	201402	7
APT	덕진구	45113	201402	7.2
APT	군산시	45130	201402	7.1
APT	익산시	45140	201402	8
APT	전라남도	46	201402	9.9
APT	목포시	46110	201402	9
APT	광양시	46230	201402	8
APT	경상북도	47	201402	9.2
APT	포항시	4711	201402	8
APT	북구	47113	201402	6.5
APT	구미시	47190	201402	8.3
APT	경상남도	48	201402	7
APT	의창구	48121	201402	7
APT	성산구	48123	201402	6
APT	마산합포구	48125	201402	6.9
APT	마산회원구	48127	201402	7
APT	진해구	48129	201402	6.4
APT	진주시	48170	201402	7.1
APT	통영시	48220	201402	8.4
APT	사천시	48240	201402	8.1
APT	김해시	48250	201402	6.9
APT	거제시	48310	201402	9.6
APT	양산시	48330	201402	7.1
APT	제주특별자치시도	50	201402	7.1
APT	제주시	50110	201402	7.2
YLDSD	서울특별시	11	201402	7.4
YLDSD	종로구	11110	201402	8.3
YLDSD	중구	11140	201402	8.3
YLDSD	용산구	11170	201402	8.3
YLDSD	양천구	11470	201402	7.3
YLDSD	강서구	11500	201402	7.3
YLDSD	구로구	11530	201402	7.3
YLDSD	금천구	11545	201402	7.3
YLDSD	영등포구	11560	201402	7.3
YLDSD	동작구	11590	201402	7.3
YLDSD	관악구	11620	201402	7.3
YLDSD	서초구	11650	201402	7
YLDSD	강남구	11680	201402	7
YLDSD	송파구	11710	201402	7
YLDSD	강동구	11740	201402	7
YLDSD	성동구	11200	201402	7.7
YLDSD	광진구	11215	201402	7.7
YLDSD	동대문구	11230	201402	7.7
YLDSD	중랑구	11260	201402	7.7
YLDSD	서울시성북구	11290	201402	7.7
YLDSD	강북구	11305	201402	7.7
YLDSD	서울시도봉구	11320	201402	7.7
YLDSD	서울시노원구	11350	201402	7.7
YLDSD	은평구	11380	201402	7.8
YLDSD	서대문구	11410	201402	7.8
YLDSD	마포구	11440	201402	7.8
YLDSD	부산광역시	26	201402	11.3
YLDSD	대구광역시	27	201402	8.8
YLDSD	인천광역시	28	201402	10.9
YLDSD	광주광역시	29	201402	9.3
YLDSD	대전광역시	30	201402	10.8
YLDSD	울산광역시	31	201402	9.7
YLDSD	세종특별자치시	36	201402	12.4
YLDSD	경기도	41	201402	9.8
YLDSD	강원도	42	201402	10.6
YLDSD	충청북도	43	201402	12.2
YLDSD	충청남도	44	201402	11.8
YLDSD	전라북도	45	201402	10.2
YLDSD	전라남도	46	201402	12.2
YLDSD	경상북도	47	201402	10.4
YLDSD	경상남도	48	201402	9.3
YLDSD	제주특별자치시도	50	201402	8.9
DD	서울특별시	11	201402	8.1
DD	종로구	11110	201402	8.4
DD	중구	11140	201402	8.4
DD	용산구	11170	201402	8.4
DD	양천구	11470	201402	8.4
DD	강서구	11500	201402	8.4
DD	구로구	11530	201402	8.4
DD	금천구	11545	201402	8.4
DD	영등포구	11560	201402	8.4
DD	동작구	11590	201402	8.4
DD	관악구	11620	201402	8.4
DD	서초구	11650	201402	7.2
DD	강남구	11680	201402	7.2
DD	송파구	11710	201402	7.2
DD	강동구	11740	201402	7.2
DD	성동구	11200	201402	8
DD	광진구	11215	201402	8
DD	동대문구	11230	201402	8
DD	중랑구	11260	201402	8
DD	서울시성북구	11290	201402	8
DD	강북구	11305	201402	8
DD	서울시도봉구	11320	201402	8
DD	서울시노원구	11350	201402	8
DD	은평구	11380	201402	8.5
DD	서대문구	11410	201402	8.5
DD	마포구	11440	201402	8.5
DD	부산광역시	26	201402	8.4
DD	대구광역시	27	201402	10.9
DD	인천광역시	28	201402	11.8
DD	광주광역시	29	201402	12.4
DD	대전광역시	30	201402	10.4
DD	울산광역시	31	201402	9.5
DD	세종특별자치시	36	201402	11.2
DD	경기도	41	201402	9.7
DD	강원도	42	201402	12.4
DD	충청북도	43	201402	12.4
DD	충청남도	44	201402	12
DD	전라북도	45	201402	11.7
DD	전라남도	46	201402	13.1
DD	경상북도	47	201402	12.2
DD	경상남도	48	201402	9.7
DD	제주특별자치시도	50	201402	7.8
APT	서울특별시	11	201403	5.9
APT	종로구	11110	201403	6.2
APT	중구	11140	201403	5.7
APT	용산구	11170	201403	5.9
APT	성동구	11200	201403	5.7
APT	광진구	11215	201403	5.5
APT	동대문구	11230	201403	6.1
APT	중랑구	11260	201403	6.7
APT	성북구	11290	201403	5.6
APT	강북구	11305	201403	5.7
APT	도봉구	11320	201403	6.3
APT	노원구	11350	201403	6.2
APT	은평구	11380	201403	6
APT	서대문구	11410	201403	6
APT	마포구	11440	201403	6
APT	양천구	11470	201403	5.9
APT	강서구	11500	201403	6
APT	구로구	11530	201403	6
APT	금천구	11545	201403	6.7
APT	영등포구	11560	201403	6.3
APT	동작구	11590	201403	5.5
APT	관악구	11620	201403	6
APT	서초구	11650	201403	5.5
APT	강남구	11680	201403	5.8
APT	송파구	11710	201403	5.1
APT	강동구	11740	201403	6.3
APT	부산광역시	26	201403	6
APT	영도구	26200	201403	6.6
APT	부산진구	26230	201403	6.7
APT	동래구	26260	201403	6
APT	남구	26290	201403	5.6
APT	북구	26320	201403	6.6
APT	해운대구	26350	201403	6
APT	사하구	26380	201403	6.5
APT	금정구	26410	201403	6
APT	연제구	26470	201403	6
APT	수영구	26500	201403	6.6
APT	사상구	26530	201403	6.1
APT	기장군	26710	201403	5.4
APT	대구광역시	27	201403	5.8
APT	동구	27140	201403	5.8
APT	서구	27170	201403	5.9
APT	북구	27230	201403	5.9
APT	수성구	27260	201403	5.8
APT	달서구	27290	201403	5.6
APT	달성군	27710	201403	6.4
APT	인천광역시	28	201403	7.2
APT	중구	28110	201403	9
APT	동구	28140	201403	7.6
APT	미주홀구	28177	201403	7.7
APT	연수구	28185	201403	6.5
APT	남동구	28200	201403	6.9
APT	부평구	28237	201403	7
APT	계양구	28245	201403	8
APT	서구	28260	201403	7.2
APT	광주광역시	29	201403	7
APT	서구	29140	201403	7
APT	남구	29155	201403	8.4
APT	북구	29170	201403	7
APT	광산구	29200	201403	6.9
APT	대전광역시	30	201403	6.2
APT	동구	30110	201403	7
APT	중구	30140	201403	6.8
APT	서구	30170	201403	6
APT	유성구	30200	201403	6.1
APT	대덕구	30230	201403	7
APT	울산광역시	31	201403	6.5
APT	중구	31110	201403	6.5
APT	남구	31140	201403	6
APT	동구	31170	201403	6.5
APT	북구	31200	201403	6.4
APT	울주군	31710	201403	8
APT	세종특별자치시	36110	201403	6
APT	경기도	41	201403	6.5
APT	장안구	41111	201403	6.2
APT	권선구	41113	201403	6.8
APT	팔달구	41115	201403	7
APT	영통구	41117	201403	5.7
APT	수정구	41131	201403	6.9
APT	중원구	41133	201403	6.6
APT	분당구	41135	201403	5.5
APT	의정부시	41150	201403	7.3
APT	만안구	41171	201403	6.2
APT	동안구	41173	201403	5.6
APT	부천시	41190	201403	6.2
APT	광명시	41210	201403	5.6
APT	평택시	41220	201403	7.5
APT	동두천시	41250	201403	8.8
APT	상록구	41271	201403	6.8
APT	단원구	41273	201403	6.7
APT	덕양구	41281	201403	6.4
APT	일산동구	41285	201403	6.4
APT	일산서구	41287	201403	6.5
APT	과천시	41290	201403	6
APT	구리시	41310	201403	6
APT	남양주시	41360	201403	7.6
APT	오산시	41370	201403	6.8
APT	시흥시	41390	201403	7.3
APT	군포시	41410	201403	5.7
APT	의왕시	41430	201403	5.5
APT	하남시	41450	201403	6.3
APT	용인시	4146	201403	6
APT	처인구	41461	201403	8
APT	기흥구	41463	201403	6
APT	수지구	41465	201403	5.6
APT	파주시	41480	201403	7
APT	이천시	41500	201403	8.4
APT	안성시	41550	201403	8.3
APT	김포시	41570	201403	6.8
APT	화성시	41590	201403	6
APT	광주시	41610	201403	8
APT	양주시	41630	201403	8.6
APT	포천시	41650	201403	10.3
APT	강원도	42	201403	9.2
APT	춘천시	42110	201403	6.9
APT	원주시	42130	201403	8.6
APT	속초시	42210	201403	10.4
APT	충청북도	43	201403	8.7
APT	청주시	4311	201403	7
APT	흥덕구	43113	201403	7
APT	충주시	43130	201403	8.8
APT	충청남도	44	201403	8
APT	천안시	44130	201403	7.5
APT	동남구	44131	201403	7.8
APT	서북구	44133	201403	6.9
APT	공주시	44150	201403	10.3
APT	아산시	44200	201403	7.3
APT	전라북도	45	201403	7.6
APT	완산구	45111	201403	7
APT	덕진구	45113	201403	7.1
APT	군산시	45130	201403	7.2
APT	익산시	45140	201403	8.1
APT	전라남도	46	201403	10
APT	목포시	46110	201403	8.9
APT	광양시	46230	201403	8
APT	경상북도	47	201403	8.8
APT	포항시	4711	201403	8
APT	북구	47113	201403	6.4
APT	구미시	47190	201403	8
APT	경상남도	48	201403	7
APT	의창구	48121	201403	6.9
APT	성산구	48123	201403	6
APT	마산합포구	48125	201403	7.4
APT	마산회원구	48127	201403	7.2
APT	진해구	48129	201403	6.4
APT	진주시	48170	201403	7
APT	통영시	48220	201403	8.4
APT	사천시	48240	201403	8.1
APT	김해시	48250	201403	6.8
APT	거제시	48310	201403	9.6
APT	양산시	48330	201403	7.1
APT	제주특별자치시도	50	201403	6.9
APT	제주시	50110	201403	7.1
YLDSD	서울특별시	11	201403	7.3
YLDSD	종로구	11110	201403	8.1
YLDSD	중구	11140	201403	8.1
YLDSD	용산구	11170	201403	8.1
YLDSD	양천구	11470	201403	7.2
YLDSD	강서구	11500	201403	7.2
YLDSD	구로구	11530	201403	7.2
YLDSD	금천구	11545	201403	7.2
YLDSD	영등포구	11560	201403	7.2
YLDSD	동작구	11590	201403	7.2
YLDSD	관악구	11620	201403	7.2
YLDSD	서초구	11650	201403	7
YLDSD	강남구	11680	201403	7
YLDSD	송파구	11710	201403	7
YLDSD	강동구	11740	201403	7
YLDSD	성동구	11200	201403	7.6
YLDSD	광진구	11215	201403	7.6
YLDSD	동대문구	11230	201403	7.6
YLDSD	중랑구	11260	201403	7.6
YLDSD	서울시성북구	11290	201403	7.6
YLDSD	강북구	11305	201403	7.6
YLDSD	서울시도봉구	11320	201403	7.6
YLDSD	서울시노원구	11350	201403	7.6
YLDSD	은평구	11380	201403	7.6
YLDSD	서대문구	11410	201403	7.6
YLDSD	마포구	11440	201403	7.6
YLDSD	부산광역시	26	201403	11.5
YLDSD	대구광역시	27	201403	10
YLDSD	인천광역시	28	201403	10.8
YLDSD	광주광역시	29	201403	9.3
YLDSD	대전광역시	30	201403	11.1
YLDSD	울산광역시	31	201403	10.7
YLDSD	세종특별자치시	36	201403	13.5
YLDSD	경기도	41	201403	9.8
YLDSD	강원도	42	201403	12
YLDSD	충청북도	43	201403	12.3
YLDSD	충청남도	44	201403	11.7
YLDSD	전라북도	45	201403	10.6
YLDSD	전라남도	46	201403	12.6
YLDSD	경상북도	47	201403	10.8
YLDSD	경상남도	48	201403	9.5
YLDSD	제주특별자치시도	50	201403	9.1
DD	서울특별시	11	201403	8.2
DD	종로구	11110	201403	8.6
DD	중구	11140	201403	8.6
DD	용산구	11170	201403	8.6
DD	양천구	11470	201403	8.5
DD	강서구	11500	201403	8.5
DD	구로구	11530	201403	8.5
DD	금천구	11545	201403	8.5
DD	영등포구	11560	201403	8.5
DD	동작구	11590	201403	8.5
DD	관악구	11620	201403	8.5
DD	서초구	11650	201403	7.4
DD	강남구	11680	201403	7.4
DD	송파구	11710	201403	7.4
DD	강동구	11740	201403	7.4
DD	성동구	11200	201403	8.1
DD	광진구	11215	201403	8.1
DD	동대문구	11230	201403	8.1
DD	중랑구	11260	201403	8.1
DD	서울시성북구	11290	201403	8.1
DD	강북구	11305	201403	8.1
DD	서울시도봉구	11320	201403	8.1
DD	서울시노원구	11350	201403	8.1
DD	은평구	11380	201403	8.5
DD	서대문구	11410	201403	8.5
DD	마포구	11440	201403	8.5
DD	부산광역시	26	201403	8.5
DD	대구광역시	27	201403	11.1
DD	인천광역시	28	201403	11.9
DD	광주광역시	29	201403	12.4
DD	대전광역시	30	201403	10.3
DD	울산광역시	31	201403	9.7
DD	세종특별자치시	36	201403	11.1
DD	경기도	41	201403	9.8
DD	강원도	42	201403	12.2
DD	충청북도	43	201403	12.4
DD	충청남도	44	201403	12
DD	전라북도	45	201403	11.7
DD	전라남도	46	201403	12.9
DD	경상북도	47	201403	12.2
DD	경상남도	48	201403	9.9
DD	제주특별자치시도	50	201403	7.9
APT	서울특별시	11	201404	5.9
APT	종로구	11110	201404	6.1
APT	중구	11140	201404	5.8
APT	용산구	11170	201404	5.9
APT	성동구	11200	201404	5.7
APT	광진구	11215	201404	5.5
APT	동대문구	11230	201404	6
APT	중랑구	11260	201404	6.7
APT	성북구	11290	201404	5.6
APT	강북구	11305	201404	5.7
APT	도봉구	11320	201404	6.3
APT	노원구	11350	201404	6.3
APT	은평구	11380	201404	6
APT	서대문구	11410	201404	6
APT	마포구	11440	201404	6
APT	양천구	11470	201404	5.8
APT	강서구	11500	201404	6
APT	구로구	11530	201404	5.8
APT	금천구	11545	201404	6.5
APT	영등포구	11560	201404	6.1
APT	동작구	11590	201404	5.5
APT	관악구	11620	201404	6
APT	서초구	11650	201404	5.5
APT	강남구	11680	201404	5.8
APT	송파구	11710	201404	5
APT	강동구	11740	201404	6.1
APT	부산광역시	26	201404	6
APT	영도구	26200	201404	6.8
APT	부산진구	26230	201404	6.6
APT	동래구	26260	201404	6.1
APT	남구	26290	201404	5.7
APT	북구	26320	201404	6.5
APT	해운대구	26350	201404	5.9
APT	사하구	26380	201404	6
APT	금정구	26410	201404	6
APT	연제구	26470	201404	6
APT	수영구	26500	201404	6.6
APT	사상구	26530	201404	6.1
APT	기장군	26710	201404	5.3
APT	대구광역시	27	201404	5.8
APT	동구	27140	201404	5.8
APT	서구	27170	201404	5.6
APT	북구	27230	201404	5.8
APT	수성구	27260	201404	5.7
APT	달서구	27290	201404	5.6
APT	달성군	27710	201404	6
APT	인천광역시	28	201404	7.1
APT	중구	28110	201404	9
APT	동구	28140	201404	7.5
APT	미주홀구	28177	201404	7.7
APT	연수구	28185	201404	6.4
APT	남동구	28200	201404	6.7
APT	부평구	28237	201404	6.8
APT	계양구	28245	201404	8
APT	서구	28260	201404	6.9
APT	광주광역시	29	201404	6.9
APT	서구	29140	201404	6.8
APT	남구	29155	201404	8.1
APT	북구	29170	201404	6.7
APT	광산구	29200	201404	6.8
APT	대전광역시	30	201404	6.2
APT	동구	30110	201404	7.2
APT	중구	30140	201404	6.7
APT	서구	30170	201404	6
APT	유성구	30200	201404	6.1
APT	대덕구	30230	201404	7
APT	울산광역시	31	201404	6.5
APT	중구	31110	201404	6.4
APT	남구	31140	201404	6
APT	동구	31170	201404	6.4
APT	북구	31200	201404	6.3
APT	울주군	31710	201404	8
APT	세종특별자치시	36110	201404	6
APT	경기도	41	201404	6.4
APT	장안구	41111	201404	6.3
APT	권선구	41113	201404	6.7
APT	팔달구	41115	201404	7
APT	영통구	41117	201404	5.8
APT	수정구	41131	201404	6.5
APT	중원구	41133	201404	6.5
APT	분당구	41135	201404	5.4
APT	의정부시	41150	201404	7.2
APT	만안구	41171	201404	6.2
APT	동안구	41173	201404	5.6
APT	부천시	41190	201404	6.1
APT	광명시	41210	201404	5.5
APT	평택시	41220	201404	7.4
APT	동두천시	41250	201404	8.9
APT	상록구	41271	201404	6.9
APT	단원구	41273	201404	6.7
APT	덕양구	41281	201404	6.3
APT	일산동구	41285	201404	6.3
APT	일산서구	41287	201404	6.4
APT	과천시	41290	201404	5.9
APT	구리시	41310	201404	6
APT	남양주시	41360	201404	7.5
APT	오산시	41370	201404	8
APT	시흥시	41390	201404	7.1
APT	군포시	41410	201404	5.7
APT	의왕시	41430	201404	5.4
APT	하남시	41450	201404	6.2
APT	용인시	4146	201404	5.9
APT	처인구	41461	201404	8
APT	기흥구	41463	201404	6
APT	수지구	41465	201404	5.6
APT	파주시	41480	201404	7
APT	이천시	41500	201404	8.1
APT	안성시	41550	201404	8.1
APT	김포시	41570	201404	6.7
APT	화성시	41590	201404	6
APT	광주시	41610	201404	7.8
APT	양주시	41630	201404	8.4
APT	포천시	41650	201404	10.3
APT	강원도	42	201404	9.2
APT	춘천시	42110	201404	6.8
APT	원주시	42130	201404	8.3
APT	속초시	42210	201404	10.6
APT	충청북도	43	201404	8.9
APT	청주시	4311	201404	7.4
APT	흥덕구	43113	201404	6.8
APT	충주시	43130	201404	8.6
APT	충청남도	44	201404	7.7
APT	천안시	44130	201404	7.3
APT	동남구	44131	201404	7.6
APT	서북구	44133	201404	6.8
APT	공주시	44150	201404	10
APT	아산시	44200	201404	7.2
APT	전라북도	45	201404	7.6
APT	완산구	45111	201404	6.9
APT	덕진구	45113	201404	7
APT	군산시	45130	201404	7.2
APT	익산시	45140	201404	8
APT	전라남도	46	201404	10.2
APT	목포시	46110	201404	9
APT	광양시	46230	201404	8
APT	경상북도	47	201404	8.6
APT	포항시	4711	201404	7.8
APT	북구	47113	201404	6.5
APT	구미시	47190	201404	8
APT	경상남도	48	201404	7
APT	의창구	48121	201404	6.6
APT	성산구	48123	201404	6
APT	마산합포구	48125	201404	7
APT	마산회원구	48127	201404	7.1
APT	진해구	48129	201404	6.5
APT	진주시	48170	201404	7.2
APT	통영시	48220	201404	8.4
APT	사천시	48240	201404	8.1
APT	김해시	48250	201404	6.8
APT	거제시	48310	201404	9.6
APT	양산시	48330	201404	7.1
APT	제주특별자치시도	50	201404	6.7
APT	제주시	50110	201404	7.2
YLDSD	서울특별시	11	201404	7.2
YLDSD	종로구	11110	201404	8.2
YLDSD	중구	11140	201404	8.2
YLDSD	용산구	11170	201404	8.2
YLDSD	양천구	11470	201404	7.2
YLDSD	강서구	11500	201404	7.2
YLDSD	구로구	11530	201404	7.2
YLDSD	금천구	11545	201404	7.2
YLDSD	영등포구	11560	201404	7.2
YLDSD	동작구	11590	201404	7.2
YLDSD	관악구	11620	201404	7.2
YLDSD	서초구	11650	201404	6.9
YLDSD	강남구	11680	201404	6.9
YLDSD	송파구	11710	201404	6.9
YLDSD	강동구	11740	201404	6.9
YLDSD	성동구	11200	201404	7.4
YLDSD	광진구	11215	201404	7.4
YLDSD	동대문구	11230	201404	7.4
YLDSD	중랑구	11260	201404	7.4
YLDSD	서울시성북구	11290	201404	7.4
YLDSD	강북구	11305	201404	7.4
YLDSD	서울시도봉구	11320	201404	7.4
YLDSD	서울시노원구	11350	201404	7.4
YLDSD	은평구	11380	201404	7.5
YLDSD	서대문구	11410	201404	7.5
YLDSD	마포구	11440	201404	7.5
YLDSD	부산광역시	26	201404	11.2
YLDSD	대구광역시	27	201404	10.8
YLDSD	인천광역시	28	201404	10.8
YLDSD	광주광역시	29	201404	9.4
YLDSD	대전광역시	30	201404	11
YLDSD	울산광역시	31	201404	10.4
YLDSD	세종특별자치시	36	201404	13.9
YLDSD	경기도	41	201404	9.8
YLDSD	강원도	42	201404	11.2
YLDSD	충청북도	43	201404	13.1
YLDSD	충청남도	44	201404	11.5
YLDSD	전라북도	45	201404	11.3
YLDSD	전라남도	46	201404	12.5
YLDSD	경상북도	47	201404	10.9
YLDSD	경상남도	48	201404	9.2
YLDSD	제주특별자치시도	50	201404	10.1
DD	서울특별시	11	201404	8.1
DD	종로구	11110	201404	8.7
DD	중구	11140	201404	8.7
DD	용산구	11170	201404	8.7
DD	양천구	11470	201404	8.3
DD	강서구	11500	201404	8.3
DD	구로구	11530	201404	8.3
DD	금천구	11545	201404	8.3
DD	영등포구	11560	201404	8.3
DD	동작구	11590	201404	8.3
DD	관악구	11620	201404	8.3
DD	서초구	11650	201404	7.3
DD	강남구	11680	201404	7.3
DD	송파구	11710	201404	7.3
DD	강동구	11740	201404	7.3
DD	성동구	11200	201404	8
DD	광진구	11215	201404	8
DD	동대문구	11230	201404	8
DD	중랑구	11260	201404	8
DD	서울시성북구	11290	201404	8
DD	강북구	11305	201404	8
DD	서울시도봉구	11320	201404	8
DD	서울시노원구	11350	201404	8
DD	은평구	11380	201404	8.4
DD	서대문구	11410	201404	8.4
DD	마포구	11440	201404	8.4
DD	부산광역시	26	201404	8.6
DD	대구광역시	27	201404	10.8
DD	인천광역시	28	201404	11.8
DD	광주광역시	29	201404	12.2
DD	대전광역시	30	201404	10.2
DD	울산광역시	31	201404	9.8
DD	세종특별자치시	36	201404	11.5
DD	경기도	41	201404	9.7
DD	강원도	42	201404	12.4
DD	충청북도	43	201404	12.3
DD	충청남도	44	201404	11.9
DD	전라북도	45	201404	11.9
DD	전라남도	46	201404	12.9
DD	경상북도	47	201404	12.1
DD	경상남도	48	201404	9.9
DD	제주특별자치시도	50	201404	7.7
APT	서울특별시	11	201405	5.8
APT	종로구	11110	201405	6.4
APT	중구	11140	201405	5.8
APT	용산구	11170	201405	5.8
APT	성동구	11200	201405	5.6
APT	광진구	11215	201405	5.4
APT	동대문구	11230	201405	6
APT	중랑구	11260	201405	6.7
APT	성북구	11290	201405	5.6
APT	강북구	11305	201405	5.6
APT	도봉구	11320	201405	6.3
APT	노원구	11350	201405	6.3
APT	은평구	11380	201405	6
APT	서대문구	11410	201405	6
APT	마포구	11440	201405	6
APT	양천구	11470	201405	5.8
APT	강서구	11500	201405	6
APT	구로구	11530	201405	5.8
APT	금천구	11545	201405	6.3
