원본	매칭용처리후	법정동코드
경상남도 하동군 적량면 고절리	경상남도 하동군 적량면 고절리	4885033026
경상남도 하동군 적량면 관리	경상남도 하동군 적량면 관리	4885033021
경상남도 하동군 적량면 동리	경상남도 하동군 적량면 동리	4885033023
경상남도 하동군 적량면 동산리	경상남도 하동군 적량면 동산리	4885033025
경상남도 하동군 적량면 서리	경상남도 하동군 적량면 서리	4885033024
경상남도 하동군 적량면 우계리	경상남도 하동군 적량면 우계리	4885033022
경상남도 하동군 진교면 고룡리	경상남도 하동군 진교면 고룡리	4885037024
경상남도 하동군 진교면 고이리	경상남도 하동군 진교면 고이리	4885037029
경상남도 하동군 진교면 관곡리	경상남도 하동군 진교면 관곡리	4885037026
경상남도 하동군 진교면 백련리	경상남도 하동군 진교면 백련리	4885037022
경상남도 하동군 진교면 송원리	경상남도 하동군 진교면 송원리	4885037028
경상남도 하동군 진교면 술상리	경상남도 하동군 진교면 술상리	4885037030
경상남도 하동군 진교면 안심리	경상남도 하동군 진교면 안심리	4885037023
경상남도 하동군 진교면 양포리	경상남도 하동군 진교면 양포리	4885037025
경상남도 하동군 진교면 월운리	경상남도 하동군 진교면 월운리	4885037027
경상남도 하동군 진교면 진교리	경상남도 하동군 진교면 진교리	4885037021
경상남도 하동군 청암면 명호리	경상남도 하동군 청암면 명호리	4885040022
경상남도 하동군 청암면 묵계리	경상남도 하동군 청암면 묵계리	4885040025
경상남도 하동군 청암면 상이리	경상남도 하동군 청암면 상이리	4885040024
경상남도 하동군 청암면 중이리	경상남도 하동군 청암면 중이리	4885040023
경상남도 하동군 청암면 평촌리	경상남도 하동군 청암면 평촌리	4885040021
경상남도 하동군 하동읍 광평리	경상남도 하동군 하동읍 광평리	4885025022
경상남도 하동군 하동읍 두곡리	경상남도 하동군 하동읍 두곡리	4885025028
경상남도 하동군 하동읍 목도리	경상남도 하동군 하동읍 목도리	4885025025
경상남도 하동군 하동읍 비파리	경상남도 하동군 하동읍 비파리	4885025023
경상남도 하동군 하동읍 신기리	경상남도 하동군 하동읍 신기리	4885025024
경상남도 하동군 하동읍 읍내리	경상남도 하동군 하동읍 읍내리	4885025021
경상남도 하동군 하동읍 화심리	경상남도 하동군 하동읍 화심리	4885025027
경상남도 하동군 하동읍 흥룡리	경상남도 하동군 하동읍 흥룡리	4885025026
경상남도 하동군 화개면 대성리	경상남도 하동군 화개면 대성리	4885031029
경상남도 하동군 화개면 덕은리	경상남도 하동군 화개면 덕은리	4885031022
경상남도 하동군 화개면 범왕리	경상남도 하동군 화개면 범왕리	4885031028
경상남도 하동군 화개면 부춘리	경상남도 하동군 화개면 부춘리	4885031021
경상남도 하동군 화개면 삼신리	경상남도 하동군 화개면 삼신리	4885031024
경상남도 하동군 화개면 용강리	경상남도 하동군 화개면 용강리	4885031027
경상남도 하동군 화개면 운수리	경상남도 하동군 화개면 운수리	4885031026
경상남도 하동군 화개면 정금리	경상남도 하동군 화개면 정금리	4885031025
경상남도 하동군 화개면 탑리	경상남도 하동군 화개면 탑리	4885031023
경상남도 하동군 횡천면 남산리	경상남도 하동군 횡천면 남산리	4885034026
경상남도 하동군 횡천면 애치리	경상남도 하동군 횡천면 애치리	4885034022
경상남도 하동군 횡천면 여의리	경상남도 하동군 횡천면 여의리	4885034023
경상남도 하동군 횡천면 월평리	경상남도 하동군 횡천면 월평리	4885034025
경상남도 하동군 횡천면 전대리	경상남도 하동군 횡천면 전대리	4885034021
경상남도 하동군 횡천면 학리	경상남도 하동군 횡천면 학리	4885034027
경상남도 하동군 횡천면 횡천리	경상남도 하동군 횡천면 횡천리	4885034024
경상남도 함안군 가야읍 가야리	경상남도 함안군 가야읍 가야리	4873025029
경상남도 함안군 가야읍 검암리	경상남도 함안군 가야읍 검암리	4873025022
경상남도 함안군 가야읍 광정리	경상남도 함안군 가야읍 광정리	4873025023
경상남도 함안군 가야읍 도항리	경상남도 함안군 가야읍 도항리	4873025024
경상남도 함안군 가야읍 말산리	경상남도 함안군 가야읍 말산리	4873025021
경상남도 함안군 가야읍 묘사리	경상남도 함안군 가야읍 묘사리	4873025030
경상남도 함안군 가야읍 사내리	경상남도 함안군 가야읍 사내리	4873025028
경상남도 함안군 가야읍 산서리	경상남도 함안군 가야읍 산서리	4873025031
경상남도 함안군 가야읍 신음리	경상남도 함안군 가야읍 신음리	4873025025
경상남도 함안군 가야읍 춘곡리	경상남도 함안군 가야읍 춘곡리	4873025027
경상남도 함안군 가야읍 혈곡리	경상남도 함안군 가야읍 혈곡리	4873025026
경상남도 함안군 군북면 덕대리	경상남도 함안군 군북면 덕대리	4873032021
경상남도 함안군 군북면 동촌리	경상남도 함안군 군북면 동촌리	4873032024
경상남도 함안군 군북면 명관리	경상남도 함안군 군북면 명관리	4873032027
경상남도 함안군 군북면 모로리	경상남도 함안군 군북면 모로리	4873032028
경상남도 함안군 군북면 박곡리	경상남도 함안군 군북면 박곡리	4873032033
경상남도 함안군 군북면 사도리	경상남도 함안군 군북면 사도리	4873032029
경상남도 함안군 군북면 사촌리	경상남도 함안군 군북면 사촌리	4873032025
경상남도 함안군 군북면 소포리	경상남도 함안군 군북면 소포리	4873032023
경상남도 함안군 군북면 수곡리	경상남도 함안군 군북면 수곡리	4873032034
경상남도 함안군 군북면 영운리	경상남도 함안군 군북면 영운리	4873032035
경상남도 함안군 군북면 오곡리	경상남도 함안군 군북면 오곡리	4873032026
경상남도 함안군 군북면 원북리	경상남도 함안군 군북면 원북리	4873032037
경상남도 함안군 군북면 월촌리	경상남도 함안군 군북면 월촌리	4873032032
경상남도 함안군 군북면 유현리	경상남도 함안군 군북면 유현리	4873032031
경상남도 함안군 군북면 장지리	경상남도 함안군 군북면 장지리	4873032030
경상남도 함안군 군북면 중암리	경상남도 함안군 군북면 중암리	4873032022
경상남도 함안군 군북면 하림리	경상남도 함안군 군북면 하림리	4873032036
경상남도 함안군 대산면 구혜리	경상남도 함안군 대산면 구혜리	4873034027
경상남도 함안군 대산면 대사리	경상남도 함안군 대산면 대사리	4873034022
경상남도 함안군 대산면 부목리	경상남도 함안군 대산면 부목리	4873034021
경상남도 함안군 대산면 서촌리	경상남도 함안군 대산면 서촌리	4873034026
경상남도 함안군 대산면 옥렬리	경상남도 함안군 대산면 옥렬리	4873034024
경상남도 함안군 대산면 장암리	경상남도 함안군 대산면 장암리	4873034028
경상남도 함안군 대산면 평림리	경상남도 함안군 대산면 평림리	4873034023
경상남도 함안군 대산면 하기리	경상남도 함안군 대산면 하기리	4873034025
경상남도 함안군 법수면 강주리	경상남도 함안군 법수면 강주리	4873033021
경상남도 함안군 법수면 대송리	경상남도 함안군 법수면 대송리	4873033026
경상남도 함안군 법수면 백산리	경상남도 함안군 법수면 백산리	4873033027
경상남도 함안군 법수면 사정리	경상남도 함안군 법수면 사정리	4873033028
경상남도 함안군 법수면 우거리	경상남도 함안군 법수면 우거리	4873033022
경상남도 함안군 법수면 윤내리	경상남도 함안군 법수면 윤내리	4873033023
경상남도 함안군 법수면 윤외리	경상남도 함안군 법수면 윤외리	4873033024
경상남도 함안군 법수면 주물리	경상남도 함안군 법수면 주물리	4873033025
경상남도 함안군 법수면 황사리	경상남도 함안군 법수면 황사리	4873033029
경상남도 함안군 산인면 내인리	경상남도 함안군 산인면 내인리	4873038025
경상남도 함안군 산인면 모곡리	경상남도 함안군 산인면 모곡리	4873038023
경상남도 함안군 산인면 부봉리	경상남도 함안군 산인면 부봉리	4873038026
경상남도 함안군 산인면 송정리	경상남도 함안군 산인면 송정리	4873038024
경상남도 함안군 산인면 신산리	경상남도 함안군 산인면 신산리	4873038022
경상남도 함안군 산인면 운곡리	경상남도 함안군 산인면 운곡리	4873038027
경상남도 함안군 산인면 입곡리	경상남도 함안군 산인면 입곡리	4873038021
경상남도 함안군 여항면 내곡리	경상남도 함안군 여항면 내곡리	4873039022
경상남도 함안군 여항면 외암리	경상남도 함안군 여항면 외암리	4873039021
경상남도 함안군 여항면 주동리	경상남도 함안군 여항면 주동리	4873039024
경상남도 함안군 여항면 주서리	경상남도 함안군 여항면 주서리	4873039023
경상남도 함안군 칠북면 가연리	경상남도 함안군 칠북면 가연리	4873036026
경상남도 함안군 칠북면 검단리	경상남도 함안군 칠북면 검단리	4873036025
경상남도 함안군 칠북면 덕남리	경상남도 함안군 칠북면 덕남리	4873036022
경상남도 함안군 칠북면 봉촌리	경상남도 함안군 칠북면 봉촌리	4873036024
경상남도 함안군 칠북면 영동리	경상남도 함안군 칠북면 영동리	4873036027
경상남도 함안군 칠북면 이령리	경상남도 함안군 칠북면 이령리	4873036023
경상남도 함안군 칠북면 화천리	경상남도 함안군 칠북면 화천리	4873036021
경상남도 함안군 칠서면 계내리	경상남도 함안군 칠서면 계내리	4873035027
경상남도 함안군 칠서면 구포리	경상남도 함안군 칠서면 구포리	4873035023
경상남도 함안군 칠서면 대치리	경상남도 함안군 칠서면 대치리	4873035026
경상남도 함안군 칠서면 무릉리	경상남도 함안군 칠서면 무릉리	4873035022
경상남도 함안군 칠서면 용성리	경상남도 함안군 칠서면 용성리	4873035028
